0.200016 1.000000 0.015811 1.581139
0.200019 1.000000 0.017393 1.581139
0.200023 1.000000 0.018974 1.581139
0.200027 1.000000 0.020555 1.581139
0.200031 1.000000 0.022136 1.581139
0.200036 1.000000 0.023717 1.581139
0.200041 1.000000 0.025298 1.581139
0.200046 1.000000 0.026879 1.581139
0.200052 1.000000 0.028460 1.581139
0.200058 1.000000 0.030042 1.581139
0.200064 1.000000 0.031623 1.581139
0.200071 1.000000 0.033204 1.581139
0.200077 1.000000 0.034785 1.581139
0.200085 1.000000 0.036366 1.581139
0.200092 1.000000 0.037947 1.581139
0.200100 1.000000 0.039528 1.581139
0.200108 1.000000 0.041110 1.581139
0.200117 1.000000 0.042691 1.581139
0.200125 1.000000 0.044272 1.581139
0.200135 1.000000 0.045853 1.581139
0.200144 1.000000 0.047434 1.581139
0.200154 1.000000 0.049015 1.581139
0.200164 1.000000 0.050596 1.581139
0.200174 1.000000 0.052178 1.581139
0.200185 1.000000 0.053759 1.581139
0.200196 1.000000 0.055340 1.581139
0.200208 1.000000 0.056921 1.581139
0.200219 1.000000 0.058502 1.581139
0.200231 1.000000 0.060083 1.581139
0.200244 1.000000 0.061664 1.581139
0.200256 1.000000 0.063246 1.581139
0.200269 1.000000 0.064827 1.581139
0.200283 1.000000 0.066408 1.581139
0.200296 1.000000 0.067989 1.581139
0.200310 1.000000 0.069570 1.581139
0.200324 1.000000 0.071151 1.581139
0.200339 1.000000 0.072732 1.581139
0.200354 1.000000 0.074314 1.581139
0.200369 1.000000 0.075895 1.581139
0.200385 1.000000 0.077476 1.581139
0.200401 1.000000 0.079057 1.581139
0.200417 1.000000 0.080638 1.581139
0.200433 1.000000 0.082219 1.581139
0.200450 1.000000 0.083800 1.581139
0.200467 1.000000 0.085381 1.581139
0.200485 1.000000 0.086963 1.581139
0.200503 1.000000 0.088544 1.581139
0.200521 1.000000 0.090125 1.581139
0.200539 1.000000 0.091706 1.581139
0.200558 1.000000 0.093287 1.581139
0.200577 1.000000 0.094868 1.581139
0.200597 1.000000 0.096449 1.581139
0.200616 1.000000 0.098031 1.581139
0.200636 1.000000 0.099612 1.581139
0.200657 1.000000 0.101193 1.581139
0.200678 1.000000 0.102774 1.581139
0.200699 1.000000 0.104355 1.581139
0.200720 1.000000 0.105936 1.581139
0.200742 1.000000 0.107517 1.581139
0.200764 1.000000 0.109099 1.581139
0.200786 1.000000 0.110680 1.581139
0.200809 1.000000 0.112261 1.581139
0.200832 1.000000 0.113842 1.581139
0.200855 1.000000 0.115423 1.581139
0.200879 1.000000 0.117004 1.581139
0.200903 1.000000 0.118585 1.581139
0.200927 1.000000 0.120167 1.581139
0.200952 1.000000 0.121748 1.581139
0.200977 1.000000 0.123329 1.581139
0.201002 1.000000 0.124910 1.581139
0.201028 1.000000 0.126491 1.581139
0.201054 1.000000 0.128072 1.581139
0.201080 1.000000 0.129653 1.581139
0.201107 1.000000 0.131235 1.581139
0.201134 1.000000 0.132816 1.581139
0.201161 1.000000 0.134397 1.581139
0.201188 1.000000 0.135978 1.581139
0.201216 1.000000 0.137559 1.581139
0.201245 1.000000 0.139140 1.581139
0.201273 1.000000 0.140721 1.581139
0.201302 1.000000 0.142302 1.581139
0.201331 1.000000 0.143884 1.581139
0.201361 1.000000 0.145465 1.581139
0.201391 1.000000 0.147046 1.581139
0.201421 1.000000 0.148627 1.581139
0.201452 1.000000 0.150208 1.581139
0.201482 1.000000 0.151789 1.581139
0.201514 1.000000 0.153370 1.581139
0.201545 1.000000 0.154952 1.581139
0.201577 1.000000 0.156533 1.581139
0.201609 1.000000 0.158114 1.581139
0.201642 1.000000 0.159695 1.581139
0.201675 1.000000 0.161276 1.581139
0.201708 1.000000 0.162857 1.581139
0.201741 1.000000 0.164438 1.581139
0.201775 1.000000 0.166020 1.581139
0.201809 1.000000 0.167601 1.581139
0.201844 1.000000 0.169182 1.581139
0.201879 1.000000 0.170763 1.581139
0.201914 1.000000 0.172344 1.581139
0.201949 1.000000 0.173925 1.581139
0.201985 1.000000 0.175506 1.581139
0.202022 1.000000 0.177088 1.581139
0.202058 1.000000 0.178669 1.581139
0.202095 1.000000 0.180250 1.581139
0.202132 1.000000 0.181831 1.581139
0.202170 1.000000 0.183412 1.581139
0.202208 1.000000 0.184993 1.581139
0.202246 1.000000 0.186574 1.581139
0.202284 1.000000 0.188156 1.581139
0.202323 1.000000 0.189737 1.581139
0.202362 1.000000 0.191318 1.581139
0.202402 1.000000 0.192899 1.581139
0.202442 1.000000 0.194480 1.581139
0.202482 1.000000 0.196061 1.581139
0.202523 1.000000 0.197642 1.581139
0.202563 1.000000 0.199223 1.581139
0.202605 1.000000 0.200805 1.581139
0.202646 1.000000 0.202386 1.581139
0.202688 1.000000 0.203967 1.581139
0.202730 1.000000 0.205548 1.581139
0.202773 1.000000 0.207129 1.581139
0.202816 1.000000 0.208710 1.581139
0.202859 1.000000 0.210291 1.581139
0.202903 1.000000 0.211873 1.581139
